Highlight,Unnamed: 2,In Stathead,player_id
"Career high, Blocks",3.0,View full stats from top 20 games,fernser01
"Career high, Game Score",12.7,View full stats from top 20 games,fernser01
"Career high, Points",27.0,View full stats from top 20 games,catoke01
"Career high, Rebounds",18.0,View full stats from top 20 games,catoke01
"Career high, Assists",6.0,View full stats from top 20 games,catoke01
"Career high, Steals",4.0,View full stats from top 20 games,catoke01
"Career high, Blocks",8.0,View full stats from top 20 games,catoke01
"Career high, Game Score",28.2,View full stats from top 20 games,catoke01
"Career high, Points",27.0,View full stats from top 20 games,willima03
"Career high, Rebounds",8.0,View full stats from top 20 games,willima03
"Career high, Assists",13.0,View full stats from top 20 games,willima03
"Career high, Steals",4.0,View full stats from top 20 games,willima03
"Career high, Blocks",2.0,View full stats from top 20 games,willima03
"Career high, Game Score",20.4,View full stats from top 20 games,willima03
"Career high, Points",8.0,View full stats from top 20 games,byarsde01
"Career high, Rebounds",8.0,View full stats from top 20 games,byarsde01
"Career high, Assists",1.0,View full stats from top 20 games,byarsde01
"Career high, Steals",2.0,View full stats from top 20 games,byarsde01
"Career high, Game Score",8.4,View full stats from top 20 games,byarsde01
"Career high, Points",23.0,View full stats from top 20 games,maconma01
"Career high, Rebounds",10.0,View full stats from top 20 games,maconma01
"Career high, Assists",9.0,View full stats from top 20 games,maconma01
"Career high, Steals",7.0,View full stats from top 20 games,maconma01
"Career high, Blocks",3.0,View full stats from top 20 games,maconma01
"Career high, Game Score",23.6,View full stats from top 20 games,maconma01
"Career high, Points",6.0,View full stats from top 20 games,dicksjo01
"Career high, Rebounds",5.0,View full stats from top 20 games,dicksjo01
"Career high, Points",16.0,View full stats from top 20 games,whitfdw01
"Career high, Rebounds",12.0,View full stats from top 20 games,whitfdw01
"Career high, Assists",2.0,View full stats from top 20 games,whitfdw01
"Career high, Steals",1.0,View full stats from top 20 games,whitfdw01
"Career high, Blocks",1.0,View full stats from top 20 games,whitfdw01
"Career high, Game Score",14.6,View full stats from top 20 games,whitfdw01
"Career high, Points",24.0,View full stats from top 20 games,schoomi01
"Career high, Assists",7.0,View full stats from top 20 games,schoomi01
"Career high, Points",28.0,View full stats from top 20 games,martica02
"Career high, Rebounds",12.0,View full stats from top 20 games,martica02
"Career high, Assists",6.0,View full stats from top 20 games,martica02
"Career high, Steals",4.0,View full stats from top 20 games,martica02
"Career high, Blocks",4.0,View full stats from top 20 games,martica02
"Career high, Game Score",27.7,View full stats from top 20 games,martica02
"Career high, Points",13.0,View full stats from top 20 games,brownma01
"Career high, Rebounds",4.0,View full stats from top 20 games,brownma01
"Career high, Assists",3.0,View full stats from top 20 games,brownma01
"Career high, Steals",2.0,View full stats from top 20 games,brownma01
"Career high, Blocks",1.0,View full stats from top 20 games,brownma01
"Career high, Game Score",9.9,View full stats from top 20 games,brownma01
"Career high, Points",11.0,View full stats from top 20 games,willitr01
"Career high, Rebounds",7.0,View full stats from top 20 games,willitr01
"Career high, Assists",2.0,View full stats from top 20 games,willitr01
"Career high, Steals",4.0,View full stats from top 20 games,willitr01
"Career high, Blocks",1.0,View full stats from top 20 games,willitr01
"Career high, Game Score",11.8,View full stats from top 20 games,willitr01
"Career high, Points",27.0,View full stats from top 20 games,henryxa01
"Career high, Rebounds",8.0,View full stats from top 20 games,henryxa01
"Career high, Assists",4.0,View full stats from top 20 games,henryxa01
"Career high, Steals",3.0,View full stats from top 20 games,henryxa01
"Career high, Blocks",2.0,View full stats from top 20 games,henryxa01
"Career high, Game Score",22.4,View full stats from top 20 games,henryxa01
"Career high, Points",17.0,View full stats from top 20 games,prattmi01
"Career high, Rebounds",11.0,View full stats from top 20 games,prattmi01
"Career high, Assists",8.0,View full stats from top 20 games,prattmi01
"Career high, Points",22.0,View full stats from top 20 games,wallaca01
"Career high, Rebounds",9.0,View full stats from top 20 games,wallaca01
"Career high, Assists",8.0,View full stats from top 20 games,wallaca01
"Career high, Steals",5.0,View full stats from top 20 games,wallaca01
"Career high, Blocks",3.0,View full stats from top 20 games,wallaca01
"Career high, Game Score",18.7,View full stats from top 20 games,wallaca01
"Career high, Points",31.0,View full stats from top 20 games,krystla01
"Career high, Rebounds",18.0,View full stats from top 20 games,krystla01
"Career high, Assists",7.0,View full stats from top 20 games,krystla01
"Career high, Steals",4.0,View full stats from top 20 games,krystla01
"Career high, Blocks",2.0,View full stats from top 20 games,krystla01
"Career high, Game Score",24.8,View full stats from top 20 games,krystla01
"Career high, Points",35.0,View full stats from top 20 games,ligongo01
"Career high, Rebounds",27.0,View full stats from top 20 games,ligongo01
"Career high, Assists",8.0,View full stats from top 20 games,ligongo01
"Career high, Steals",1.0,View full stats from top 20 games,ligongo01
"Career high, Points",4.0,View full stats from top 20 games,wheelty01
"Career high, Assists",2.0,View full stats from top 20 games,wheelty01
"Career high, Game Score",4.3,View full stats from top 20 games,wheelty01
"Career high, Points",30.0,View full stats from top 20 games,mehendi01
"Career high, Rebounds",7.0,View full stats from top 20 games,mehendi01
"Career high, Assists",8.0,View full stats from top 20 games,mehendi01
"Career high, Rebounds",1.0,View full stats from top 20 games,nolenpa01
"Career high, Points",12.0,View full stats from top 20 games,kawamyu01
"Career high, Rebounds",5.0,View full stats from top 20 games,kawamyu01
"Career high, Assists",5.0,View full stats from top 20 games,kawamyu01
"Career high, Steals",1.0,View full stats from top 20 games,kawamyu01
"Career high, Game Score",12.2,View full stats from top 20 games,kawamyu01
"Career high, Points",8.0,View full stats from top 20 games,webbje01
"Career high, Rebounds",3.0,View full stats from top 20 games,webbje01
"Career high, Assists",3.0,View full stats from top 20 games,webbje01
"Career high, Points",30.0,View full stats from top 20 games,douglto01
"Career high, Rebounds",10.0,View full stats from top 20 games,douglto01
"Career high, Assists",11.0,View full stats from top 20 games,douglto01
"Career high, Steals",5.0,View full stats from top 20 games,douglto01
"Career high, Blocks",2.0,View full stats from top 20 games,douglto01
"Career high, Game Score",28.3,View full stats from top 20 games,douglto01
"Career high, Points",40.0,View full stats from top 20 games,campbel01
"Career high, Rebounds",20.0,View full stats from top 20 games,campbel01
"Career high, Assists",9.0,View full stats from top 20 games,campbel01
"Career high, Steals",6.0,View full stats from top 20 games,campbel01
"Career high, Blocks",9.0,View full stats from top 20 games,campbel01
"Career high, Game Score",31.5,View full stats from top 20 games,campbel01
"Career high, Points",30.0,View full stats from top 20 games,brownde02
"Career high, Rebounds",11.0,View full stats from top 20 games,brownde02
"Career high, Assists",9.0,View full stats from top 20 games,brownde02
"Career high, Steals",4.0,View full stats from top 20 games,brownde02
"Career high, Blocks",3.0,View full stats from top 20 games,brownde02
"Career high, Game Score",23.7,View full stats from top 20 games,brownde02
"Career high, Points",9.0,View full stats from top 20 games,barrmo01
"Career high, Rebounds",3.0,View full stats from top 20 games,barrmo01
"Career high, Assists",3.0,View full stats from top 20 games,barrmo01
"Career high, Points",23.0,View full stats from top 20 games,komenmi01
"Career high, Assists",5.0,View full stats from top 20 games,komenmi01
"Career high, Points",47.0,View full stats from top 20 games,persoch01
"Career high, Rebounds",18.0,View full stats from top 20 games,persoch01
"Career high, Assists",11.0,View full stats from top 20 games,persoch01
"Career high, Steals",6.0,View full stats from top 20 games,persoch01
"Career high, Blocks",3.0,View full stats from top 20 games,persoch01
"Career high, Game Score",39.3,View full stats from top 20 games,persoch01
Triple-Doubles,2.0,View all,persoch01
"Career high, Points",25.0,View full stats from top 20 games,martije01
"Career high, Rebounds",12.0,View full stats from top 20 games,martije01
"Career high, Assists",5.0,View full stats from top 20 games,martije01
"Career high, Steals",4.0,View full stats from top 20 games,martije01
"Career high, Blocks",5.0,View full stats from top 20 games,martije01
"Career high, Game Score",21.2,View full stats from top 20 games,martije01
"Career high, Points",36.0,View full stats from top 20 games,parkeja01
"Career high, Rebounds",15.0,View full stats from top 20 games,parkeja01
"Career high, Assists",9.0,View full stats from top 20 games,parkeja01
"Career high, Steals",4.0,View full stats from top 20 games,parkeja01
"Career high, Blocks",4.0,View full stats from top 20 games,parkeja01
"Career high, Game Score",30.4,View full stats from top 20 games,parkeja01
"Career high, Points",9.0,View full stats from top 20 games,malovst01
"Career high, Rebounds",10.0,View full stats from top 20 games,malovst01
"Career high, Assists",4.0,View full stats from top 20 games,malovst01
"Career high, Steals",2.0,View full stats from top 20 games,malovst01
"Career high, Blocks",2.0,View full stats from top 20 games,malovst01
"Career high, Game Score",4.2,View full stats from top 20 games,malovst01
